ion_mass;ion_formula;formula;mass_monoiso;name_iupac;pubchem_cid;CAS_number
169,0495325;[C8H8O4+H]+;C8H8O4;168,04226;3‐hydroxy‐4‐ methoxybenzoic acid;NA;645-08-9
169,1011765;[C13H12+H]+;C13H12;168,0939;2-methyl-1,1ʹ-biphenyl;NA;643-58-3
169,1223045;[C10H16O2+H]+;C10H16O2;168,11503;3,6-dimethoxy-1,6- dimethyl-1,4- cyclohexadiene;NA;na
169,1223045;[C10H16O2+H]+;C10H16O2;168,11503;4-hydroxy-2,6-decadienal;NA;na
169,1586905;[C11H20O+H]+;C11H20O;168,1514153;(E)-undec-2-enal;5283356;53448-07-0
169,1586905;[C11H20O+H]+;C11H20O;168,151415;2-undecenal;NA;2463-77-6
169,1950765;[C12H24+H]+;C12H24;168,1878008;2,4-dimethyldec-1-ene;521583;55170-80-4
169,1950765;[C12H24+H]+;C12H24;168,1878008;2,4-dimethyldec-2-ene;522542;74421-03-7
169,1950765;[C12H24+H]+;C12H24;168,1878008;(E)-2,2-dimethyldec-3-ene;5366033;55499-02-0
169,1950765;[C12H24+H]+;C12H24;168,1878008;dodec-1-ene;8183;112-41-4
169,1950765;[C12H24+H]+;C12H24;168,1878008;dodec-2-ene;522440;NA
169,1950765;[C12H24+H]+;C12H24;168,1878008;(E)-dodec-3-ene;5362826;2030-83-3
169,1950765;[C12H24+H]+;C12H24;168,1878008;(Z)-dodec-3-ene;5364450;7239-23-8
169,1950765;[C12H24+H]+;C12H24;168,1878008;dodec-4-ene;519765;NA
169,1950765;[C12H24+H]+;C12H24;168,1878008;(E)-dodec-5-ene;5364444;7206-28-2
169,1950765;[C12H24+H]+;C12H24;168,1878008;dodec-6-ene;138957;29493-00-3
169,1950765;[C12H24+H]+;C12H24;168,1878008;(Z)-dodec-6-ene;5364640;7206-29-3
169,1950765;[C12H24+H]+;C12H24;168,1878008;4-methylundec-1-ene;522551;74630-39-0
169,1950765;[C12H24+H]+;C12H24;168,1878008;7-methylundec-1-ene;522554;74630-42-5
169,1950765;[C12H24+H]+;C12H24;168,1878008;8-methylundec-1-ene;522552;74630-40-3
169,1950765;[C12H24+H]+;C12H24;168,1878008;(Z)-9-methylundec-2-ene;5366153;74630-45-8
169,1950765;[C12H24+H]+;C12H24;168,1878008;(E)-4-methylundec-4-ene;5364657;NA
169,1950765;[C12H24+H]+;C12H24;168,1878008;(Z)-4-methylundec-4-ene;5364659;74630-57-2
169,1950765;[C12H24+H]+;C12H24;168,1878008;(Z)-3-methylundec-5-ene;5366151;74630-64-1
169,1950765;[C12H24+H]+;C12H24;168,1878008;(E)-5-methylundec-5-ene;5365958;NA
169,1950765;[C12H24+H]+;C12H24;168,1878008;(E)-6-methylundec-5-ene;5364655;NA
169,1950765;[C12H24+H]+;C12H24;168,1878008;(E)-8-methylundec-5-ene;5363253;39546-85-5
169,1950765;[C12H24+H]+;C12H24;168,1878008;cyclododecane;9268;294-62-2
169,1950765;[C12H24+H]+;C12H24;168,1878;cyclohexane, (1,2‐ dimethylbutyl)‐;NA;61142-37-8
169,1950765;[C12H24+H]+;C12H24;168,1878;2-dodecene, (E)-;NA;7206-13-5
169,1950765;[C12H24+H]+;C12H24;168,1878;3-dodecene, (E)-;NA;7206-14-6
169,1950765;[C12H24+H]+;C12H24;168,1878;4-dodecene, (E)-;NA;7206-15-7
169,1950765;[C12H24+H]+;C12H24;168,1878;5-dodecene, (E)-;NA;7206-16-8
169,1950765;[C12H24+H]+;C12H24;168,1878;6-dodecene, (E)-;NA;7206-17-9
169,1950765;[C12H24+H]+;C12H24;168,1878;2-dodecene, (Z)-;NA;7206-26-0
169,1950765;[C12H24+H]+;C12H24;168,1878;3-methyleneundecane / 2- ethyl-1-decene;NA;71138-64-2
169,1950765;[C12H24+H]+;C12H24;168,1878;4-methyl-4-undecene;NA;61142-40-3
169,1950765;[C12H24+H]+;C12H24;168,1878;5-methyl-5-undecene;NA;31613-73-7
169,1950765;[C12H24+H]+;C12H24;168,1878;6-methyl-5-undecene;NA;83687-45-0
169,1950765;[C12H24+H]+;C12H24;168,1878;6-methyl-2-undecene;NA;74630-43-6
169,1950765;[C12H24+H]+;C12H24;168,1878;2,2,3,5,6-pentamethyl-3- heptene;NA;116164-06-8
169,1950765;[C12H24+H]+;C12H24;168,1878;2,4,6-trimethyl-1-nonene;NA;55771-40-9
169,1950765;[C12H24+H]+;C12H24;168,1878;3-undecene, 8-methyl;NA;na
169,1950765;[C12H24+H]+;C12H24;168,1878;4-undecene, 5-methyl-, (E)-;NA;41851-94-9
171,0804405;[C12H10O+H]+;C12H10O;170,073165;o-hydroxybiphenyl;NA;90-43-7
171,1015685;[C9H14O3+H]+;C9H14O3;170,094295;furfural diethyl acetal;NA;13529-27-6
171,1379545;[C10H18O2+H]+;C10H18O2;170,1306798;[(Z)-pent-2-enyl] pentanoate;5367937;NA
171,1379545;[C10H18O2+H]+;C10H18O2;170,13068;delta-decalactone;NA;705-86-2
171,1379545;[C10H18O2+H]+;C10H18O2;170,13068;decalactone u.i.;NA;na
171,1743405;[C11H22O+H]+;C11H22O;170,1670653;undecanal;8186;112-44-7
171,2107265;[C12H26+H]+;C12H26;170,2034508;2,3-dimethyldecane;86544;17312-44-6
171,2107265;[C12H26+H]+;C12H26;170,2034508;2,4-dimethyldecane;520357;2801-84-5
171,2107265;[C12H26+H]+;C12H26;170,2034508;2,6-dimethyldecane;139395;13150-81-7
171,2107265;[C12H26+H]+;C12H26;170,2034508;3,4-dimethyldecane;545624;17312-45-7
171,2107265;[C12H26+H]+;C12H26;170,2034508;3,6-dimethyldecane;519395;17312-53-7
171,2107265;[C12H26+H]+;C12H26;170,2034508;3,7-dimethyldecane;28468;17312-54-8
171,2107265;[C12H26+H]+;C12H26;170,2034508;3,8-dimethyldecane;519396;17312-55-9
171,2107265;[C12H26+H]+;C12H26;170,2034508;5,6-dimethyldecane;519255;1636-43-7
171,2107265;[C12H26+H]+;C12H26;170,2034508;dodecane;8182;112-40-3
171,2107265;[C12H26+H]+;C12H26;170,2034508;4-ethyldecane;519256;1636-44-8
171,2107265;[C12H26+H]+;C12H26;170,2034508;3-ethyl-2,7-dimethyl-octane;537329;62183-55-5
171,2107265;[C12H26+H]+;C12H26;170,2034508;2-methylundecane;23459;7045-71-8
171,2107265;[C12H26+H]+;C12H26;170,2034508;3-methylundecane;13845;1002-43-3
171,2107265;[C12H26+H]+;C12H26;170,2034508;4-methylundecane;520454;2980-69-0
171,2107265;[C12H26+H]+;C12H26;170,2034508;5-methylundecane;94213;1632-70-8
171,2107265;[C12H26+H]+;C12H26;170,2034508;2,2,4,4-tetramethyloctane;182333;62183-79-3
171,2107265;[C12H26+H]+;C12H26;170,2034508;2,3,6,7-tetramethyloctane;537765;52670-34-5
171,2107265;[C12H26+H]+;C12H26;170,20345;2,2-dimethyldecane;NA;17302-37-3
171,2107265;[C12H26+H]+;C12H26;170,20345;dodecane ui;NA;ui
171,2107265;[C12H26+H]+;C12H26;170,20345;4-ethyl-5-methyl-nonane;NA;1632-71-9
171,2107265;[C12H26+H]+;C12H26;170,20345;heptane, 5-ethyl-2,2,3- trimethyl;NA;62199-06-8
171,2107265;[C12H26+H]+;C12H26;170,20345;2,2,4,6,6-;NA;13475-82-6
171,2107265;[C12H26+H]+;C12H26;170,20345;undecane, 6-methyl;NA;17302-33-9
172,2059755;[C11H25N+H]+;C11H25N;171,198699;1‐methyldecylamine;NA;13205-56-6
172,9999955;[C7H5ClO3+H]+;C7H5ClO3;171,9927217;3-chlorobenzenecarboperoxoic acid;70297;937-14-4
173,0597045;[C11H8O2+H]+;C11H8O2;172,05243;4-cyclopentene-1,3-dione, 4-phenyl-;NA;51306-96-8
173,1172185;[C9H16O3+H]+;C9H16O3;172,109945;9-oxononanoic acid;NA;2553-17-5
173,1536045;[C10H20O2+H]+;C10H20O2;172,1463299;octyl acetate;8164;112-14-1
173,1536045;[C10H20O2+H]+;C10H20O2;172,14633;acetic acid, 2-ethyl-1- hexanol ester / 2-ethyl-1- hexanol acetate / acetic acid, 2-ethylhexyl ester;NA;103-09-3
173,1536045;[C10H20O2+H]+;C10H20O2;172,14633;decanoic acid;NA;334-48-5
173,1536045;[C10H20O2+H]+;C10H20O2;172,14633;hexanoic acid, 1,1- dimethylethyl ester;NA;2492-18-4
173,1536045;[C10H20O2+H]+;C10H20O2;172,14633;octanoic acid, ethyl ester / ethyloctanoate;NA;106-32-1
173,1648385;[C9H20N2O+H]+;C9H20N2O;172,1575633;1,1,3,3-tetraethylurea;14465;1187-03-7
175,0237105;[C6H6O6+H]+;C6H6O6;174,01644;(Z)-1-propene-1,2,3- tricarboxylic acid;NA;585-84-2
175,0627785;[C10H8NO2+H]+;C10H8NO2;174,055504;indole-3-acetate / Indoleaceic acid;NA;87-51-4
175,0964825;[C8H14O4+H]+;C8H14O4;174,08921;octanedioic acid;NA;505-48-6
175,1117405;[C12H14O+H]+;C12H14O;174,1044651;4-phenylcyclohexanone;78605;4894-75-1
175,1328685;[C9H18O3+H]+;C9H18O3;174,125595;9-hydroxynonanoic acid;NA;3788-56-5
176,0706035;[C10H9NO2+H]+;C10H9NO2;175,063329;5-;NA;1892-21-3
176,1285275;[C7H21NSi2+H]+;C7H21NSi2;175,1212527;N,N-bis(trimethylsilyl)methanamine;70199;920-68-3
177,0910045;[C11H12O2+H]+;C11H12O2;176,08373;2,2-dimethylchromen-5-ol;NA;6537-43-5
177,1637765;[C13H20+H]+;C13H20;176,1565006;heptylbenzene;14115;1078-71-3
177,1637765;[C13H20+H]+;C13H20;176,1565;benzene1,2,3triethyl‐ 5methyl;NA;n/a
179,0637455;[C9H10N2S+H]+;C9H10N2S;178,056469;2-amino-5,6- dimethylbenzothiazole;NA;29927-08-0
179,0855265;[C14H10+H]+;C14H10;178,07825;anthracene;NA;120-12-7
179,0855265;[C14H10+H]+;C14H10;178,07825;phenanthrene;NA;85-01-8
179,1066545;[C11H14O2+H]+;C11H14O2;178,09938;5-phenylpentanoic acid;NA;2270-20-4
180,9373075;[C6H3Cl3+H]+;C6H3Cl3;179,930033;1,3,5-trichlorobenzene;7950;108-70-3
180,9373075;[C6H3Cl3+H]+;C6H3Cl3;179,930034;benzene, 1,2,4-trichloro- / 1,2,4-trichlorobenzene;NA;120-82-1
181,0495325;[C9H8O4+H]+;C9H8O4;180,04226;phenylmalonic acid / 2- benzylmalonate;NA;2613-89-0
181,0706605;[C6H12O6+H]+;C6H12O6;180,0633881;(3R,4S,5S,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol;5793;2280-44-6
181,0859185;[C10H12O3+H]+;C10H12O3;180,0786442;2-phenoxyethyl acetate;22568;6192-44-5
181,0971525;[C9H12N2O2+H]+;C9H12N2O2;180,089878;3-Hydroxykynurenamine;NA;99362-47-7
181,0971525;[C9H12N2O2+H]+;C9H12N2O2;180,089878;5-hydroxykynurenamine;NA;708-23-6
181,1043165;[C10H16OSi+H]+;C10H16OSi;180,0970417;(2-methoxyphenyl)-trimethyl-silane;10969113;704-43-8
181,1223045;[C11H16O2+H]+;C11H16O2;180,11503;3,4-dimethyl-5-pentylidene- 2(5H)-furanone / Bovolide;NA;774-64-1
182,0092675;[C8H7NS2+H]+;C8H7NS2;181,001991;2-methylthiobenzothiazole;NA;615-22-5
182,0811675;[C9H11NO3+H]+;C9H11NO3;181,0738932;2-amino-3-(2-hydroxyphenyl)propanoic acid;91482;2370-61-8
182,0811675;[C9H11NO3+H]+;C9H11NO3;181,0738932;2-amino-3-(4-hydroxyphenyl)propanoic acid;1153;556-03-6
182,0811675;[C9H11NO3+H]+;C9H11NO3;181,0738932;2-amino-3-(4-hydroxyphenyl)propanoic acid;1153;556-03-6
182,0811675;[C9H11NO3+H]+;C9H11NO3;181,0738932;2-amino-3-(4-hydroxyphenyl)propanoic acid;1153;556-03-6
182,8932485;[C2H2Cl4O+H]+;C2H2Cl4O;181,885977;methane, oxybis[dichloro-;NA;20524-86-1
183,0804405;[C13H10O+H]+;C13H10O;182,0731649;diphenylmethanone;3102;119-61-9
183,1379545;[C11H18O2+H]+;C11H18O2;182,13068;4-hydroxy-2,6- undecadienal;NA;na
183,1743405;[C12H22O+H]+;C12H22O;182,167065;2-butyl-2,7-octadien-1-ol;NA;na
183,1743405;[C12H22O+H]+;C12H22O;182,167065;2-dodecenal;NA;4826-62-4
183,2107265;[C13H26+H]+;C13H26;182,20345;1‐tridecene;NA;2437-56-1
183,2107265;[C13H26+H]+;C13H26;182,20345;tridecene ui;NA;25377-82-6
183,2107265;[C13H26+H]+;C13H26;182,20345;5-tridecene, (E)-;NA;23051-84-5
183,2107265;[C13H26+H]+;C13H26;182,20345;3-tridecene, (Z)-;NA;41446-53-1
184,1332035;[C10H17NO2+H]+;C10H17NO2;183,125929;malonylcarnitine / (3R)-3- [(carboxyacetyl)oxy]-4- (trimethylazaniumyl)butan oate;NA;853728-01-5
185,0808325;[C9H12O4+H]+;C9H12O4;184,07356;3,4-;NA;na
185,1536045;[C11H20O2+H]+;C11H20O2;184,14633;4-hydroxy-2-undecenal;NA;73529-66-5
185,1899905;[C12H24O+H]+;C12H24O;184,1827154;dodecanal;8194;112-54-9
185,1899905;[C12H24O+H]+;C12H24O;184,1827154;cyclododecanol;15595;1724-39-6
185,1899905;[C12H24O+H]+;C12H24O;184,182715;2-dodecenol / 2-dodecen-1- ol;NA;22104-81-0
185,1899905;[C12H24O+H]+;C12H24O;184,182715;2-methylundecanal;NA;110-41-8
185,2263765;[C13H28+H]+;C13H28;184,2191009;4,7-dimethylundecane;519389;17301-32-5
185,2263765;[C13H28+H]+;C13H28;184,2191009;5,7-dimethylundecane;519405;17312-83-3
185,2263765;[C13H28+H]+;C13H28;184,2191009;tridecane;12388;629-50-5
185,2263765;[C13H28+H]+;C13H28;184,2191009;2,6,7-trimethyldecane;43924;62108-25-2
185,2263765;[C13H28+H]+;C13H28;184,2191009;2,6,8-trimethyldecane;545608;62108-26-3
185,2263765;[C13H28+H]+;C13H28;184,2191009;2,4,6-trimethyldecane;537327;62108-27-4
185,2263765;[C13H28+H]+;C13H28;184,2191009;2-methyl-5-propyl-nonane;545954;31081-17-1
185,2263765;[C13H28+H]+;C13H28;184,2191;decane, 2,5,9-trimethyl-;NA;62108-22-9
185,2263765;[C13H28+H]+;C13H28;184,2191;decane, 2,2,3-trimethyl;NA;62338-09-4
185,2263765;[C13H28+H]+;C13H28;184,2191;decane, 2,2,8-trimethyl-;NA;62238-01-1
185,2263765;[C13H28+H]+;C13H28;184,2191;2,3-dimethylundecane;NA;17312-77-5
185,2263765;[C13H28+H]+;C13H28;184,2191;3,6-dimethylundecane;NA;17301-28-9
185,2263765;[C13H28+H]+;C13H28;184,2191;2,7-dimethylundecane;NA;17301-24-5
185,2263765;[C13H28+H]+;C13H28;184,2191;nonane, 5-butyl;NA;17312-63-9
185,2263765;[C13H28+H]+;C13H28;184,2191;nonane, 5-methyl-5-propyl;NA;17312-75-3
185,2263765;[C13H28+H]+;C13H28;184,2191;nonane, 5-(2-methyl-;NA;62185-53-9
185,2263765;[C13H28+H]+;C13H28;184,2191;undecane, 3,9-dimethyl;NA;17301-31-4
185,2263765;[C13H28+H]+;C13H28;184,2191;undecane, 3,8-dimethyl-;NA;17301-30-3
185,2263765;[C13H28+H]+;C13H28;184,2191;undecane, 2,6-dimethyl-;NA;17301-23-4
187,1151115;[C10H18OS+H]+;C10H18OS;186,107836;8-mercapto-p-menthan- 3one;NA;33281-91-3
187,1328685;[C10H18O3+H]+;C10H18O3;186,125595;10-oxocapric acid / 10- oxodecanoic acid;NA;5578-80-3
187,2056405;[C12H26O+H]+;C12H26O;186,198365;2-butyl-1-octanol;NA;08/02/3913
187,2056405;[C12H26O+H]+;C12H26O;186,198365;heptane,3-[(1,1- dimethylethoxy )methyl]-;NA;83704-03-4
189,1121325;[C9H16O4+H]+;C9H16O4;188,10486;nonanedioic Acid;NA;123-99-9
189,1485185;[C10H20O3+H]+;C10H20O3;188,141245;3-hydroxydecanoic acid;NA;33044-91-6
189,1485185;[C10H20O3+H]+;C10H20O3;188,141245;10-hydroxydecanoic acid;NA;1679-53-4
191,1430405;[C13H18O+H]+;C13H18O;190,135765;beta-damascenone / 1-(2,6,6- Trimethyl-1,3- cyclohexadien-1-yl)-2-buten- 1-one;NA;23726-93-4
191,1794265;[C14H22+H]+;C14H22;190,17215;1-phenyl-5-methylheptane;NA;na
192,1382895;[C12H17NO+H]+;C12H17NO;191,1310142;N,4-diethyl-N-methyl-benzamide;67583415;NA
192,8397025;[S6+H]+;S6;191,832426;hexathiane / sulfur (S6) / hexasulfur;NA;13798-23-7
193,0989815;[C9H17ClO2+H]+;C9H17ClO2;192,091708;DL‐2‐ethylhexyl chloroformate;NA;24468-13-1
193,1079185;[C9H20S2+H]+;C9H20S2;192,100642;nonane-1,9-dithiol;NA;3489-28-9
193,1223045;[C12H16O2+H]+;C12H16O2;192,1150297;2-methylbutyl benzoate;103653;52513-03-8
193,1335385;[C11H16N2O+H]+;C11H16N2O;192,1262631;N-methyl-N-[2-(methylamino)ethyl]benzamide;13544681;98902-12-6
193,1586905;[C13H20O+H]+;C13H20O;192,151415;ionone (beta) / (3E)-4-(2,6,6- Trimethyl-1-cyclohexen-1- yl)-3-buten-2-one;NA;79-77-6
194,0964255;[C14H11N+H]+;C14H11N;193,089149;9-methyl-acridine;NA;611-64-3
195,1015685;[C11H14O3+H]+;C11H14O3;194,0942943;ethyl 4-ethoxybenzoate;90232;23676-09-7
195,1379545;[C12H18O2+H]+;C12H18O2;194,1306798;(E)-3-(2,2,6-trimethyl-7-oxabicyclo[4.1.0]heptan-1-yl)prop-2-enal;5370158;NA
195,1743405;[C13H22O+H]+;C13H22O;194,167065;6,10-dimethyl-5,9- undecadien-2-one;NA;689-67-8
196,1332035;[C11H17NO2+H]+;C11H17NO2;195,1259288;3-[benzyl(methyl)amino]propane-1,2-diol;108434;60278-98-0
197,0385765;[C16H4+H]+;C16H4;196,0313;decane, 5,6‐dipropyl‐;NA;119209-20-0
197,1536045;[C12H20O2+H]+;C12H20O2;196,14633;4-hydroxy-2,6- dodecadienal;NA;126254-48-6
197,1536045;[C12H20O2+H]+;C12H20O2;196,14633;linalyl acetate;NA;115-95-7
197,1899905;[C13H24O+H]+;C13H24O;196,182715;2-tridecenal;NA;7774-82-5
197,2263765;[C14H28+H]+;C14H28;196,2191;cyclotetradecane;NA;295-17-0
197,2263765;[C14H28+H]+;C14H28;196,2191;7-tetradecene, (E)-;NA;41446-63-3
198,1277255;[C14H15N+H]+;C14H15N;197,1204495;N-(p-tolylmethyl)aniline;292893;15818-64-1
199,0600965;[C9H10O5+H]+;C9H10O5;198,052825;benzoic acid, 4‐hydroxy‐ 3,5‐dimethoxy‐;NA;530-57-4
199,1692545;[C12H22O2+H]+;C12H22O2;198,1619799;5-octyltetrahydrofuran-2-one;16821;07/05/2305
199,1692545;[C12H22O2+H]+;C12H22O2;198,16198;acetic acid, 3,7-dimethyl-6- octen-1-ol ester / citronellol acetate;NA;150-84-5
199,1692545;[C12H22O2+H]+;C12H22O2;198,16198;acetic acid, menthyl ester / menthyl acetate;NA;89-48-5
199,1692545;[C12H22O2+H]+;C12H22O2;198,16198;4-hydroxy-2-dodecenal;NA;29343-60-0
199,2420265;[C14H30+H]+;C14H30;198,23475;tetradecane;NA;629-59-4
199,2420265;[C14H30+H]+;C14H30;198,23475;tridecane, 6-methyl;NA;13287-21-3
201,0144865;[C4H3F7O+H]+;C4H3F7O;200,007211;sevoflurane;NA;28523-86-6
201,1485185;[C11H20O3+H]+;C11H20O3;200,141245;11-oxoundecanoic acid;NA;53163-99-8
201,1849045;[C12H24O2+H]+;C12H24O2;200,17763;decanoic acid, ethyl ester / ethyl decanoate;NA;110-38-3
201,1849045;[C12H24O2+H]+;C12H24O2;200,17763;dodecanoic acid / laurylic acid;NA;143-07-7
201,1849045;[C12H24O2+H]+;C12H24O2;200,17763;4-methyl-2-octyl-1,3- dioxolane;NA;68391-39-9
201,2212905;[C13H28O+H]+;C13H28O;200,2140155;tridecan-1-ol;8207;112-70-9
203,0855265;[C16H10+H]+;C16H10;202,07825;fluoranthene;NA;206-44-0
203,0855265;[C16H10+H]+;C16H10;202,07825;pyrene;NA;129-00-0
203,1277825;[C10H18O4+H]+;C10H18O4;202,12051;decanedioic acid;NA;111-20-6
203,1502505;[C8H18N4O2+H]+;C8H18N4O2;202,1429758;(2S)-2-amino-5-[(N,N'-dimethylcarbamimidoyl)amino]pentanoic acid;169148;30344-00-4
203,1502505;[C8H18N4O2+H]+;C8H18N4O2;202,1429758;(2S)-2-amino-5-[[amino(dimethylamino)methylene]amino]pentanoic acid;123831;30315-93-6
203,1641685;[C11H22O3+H]+;C11H22O3;202,156895;11-hydroxyundecanoic acid;NA;3669-80-5
203,1827975;[C12H26S+H]+;C12H26S;202,175521;2-undecanethiol, 2-methyl-;NA;10059-13-9
204,1131375;[C11H13N3O+H]+;C11H13N3O;203,105862;tryptophan amide;NA;20696-57-5
205,0859185;[C12H12O3+H]+;C12H12O3;204,078645;7-ethoxy-4-methylchromen- 2-one / 7-ethoxy-4- methylcoumarin;NA;87-05-8
205,0971525;[C11H12N2O2+H]+;C11H12N2O2;204,0898776;2-amino-3-(1H-indol-3-yl)propanoic acid;1148;54-12-6
205,0971525;[C11H12N2O2+H]+;C11H12N2O2;204,0898776;2-amino-3-(1H-indol-3-yl)propanoic acid;1148;54-12-6
205,1182805;[C8H16N2O4+H]+;C8H16N2O4;204,111007;(2S)-2-amino-6-(carboxymethylamino)hexanoic acid;123800;03/04/5746
205,1223045;[C13H16O2+H]+;C13H16O2;204,1150297;cyclopentyl-(4-methoxyphenyl)methanone;251071;15831-52-4
205,1223045;[C13H16O2+H]+;C13H16O2;204,1150297;cyclobutyl 4-ethylbenzoate;530435;NA
205,1950765;[C15H24+H]+;C15H24;204,1878;beta-clovene;NA;469-92-1
205,1950765;[C15H24+H]+;C15H24;204,1878;longifolene;NA;475-20-7
206,0811675;[C11H11NO3+H]+;C11H11NO3;205,073894;5-methoxyindoleacetate;NA;608-07-1
207,0871825;[C9H18OS2+H]+;C9H18OS2;206,079907;2,4,6-triethyl-1,3,5- oxadithiane;NA;53897-57-7
207,1743405;[C14H22O+H]+;C14H22O;206,1670653;2,5-ditert-butylphenol;79983;5875-45-6
207,1743405;[C14H22O+H]+;C14H22O;206,1670653;4-(1,1,3,3-tetramethylbutyl)phenol;8814;140-66-9
207,1743405;[C14H22O+H]+;C14H22O;206,1670653;2,4-ditert-butylphenol;7311;96-76-4
208,0604315;[C10H9NO4+H]+;C10H9NO4;207,053159;4-(2-sminophenyl)-2,4- dioxobutanoic acid / 4-(2- Aminophenyl)-2,4-;NA;na
209,0808325;[C11H12O4+H]+;C11H12O4;208,07356;3,4-dimethoxycinnamic acid / Dimethylcaffeic acid;NA;2316-26-9
209,0920665;[C10H12N2O3+H]+;C10H12N2O3;208,0847923;2-amino-4-(2-aminophenyl)-4-oxo-butanoic acid;846;343-65-7
209,0920665;[C10H12N2O3+H]+;C10H12N2O3;208,084793;L-kynurenine;NA;2922-83-0
211,1481265;[C16H18+H]+;C16H18;210,1408506;1-(2,4-dimethylphenyl)-2,4-dimethyl-benzene;520958;3976-36-1
211,1481265;[C16H18+H]+;C16H18;210,14085;2,2′,5,5′-;NA;3075-84-1
211,1692545;[C13H22O2+H]+;C13H22O2;210,16198;4-hydroxy-2,6- tridecadienal;NA;na
211,2056405;[C14H26O+H]+;C14H26O;210,198365;2-tetradecenal;NA;51534-36-2
211,2420265;[C15H30+H]+;C15H30;210,23475;1-pentadecene;NA;13360-61-7
213,1386245;[C14H16N2+H]+;C14H16N2;212,131348;4,4-dimethyl-1,1'-biphenyl;NA;613-33-2
213,1849045;[C13H24O2+H]+;C13H24O2;212,17763;4-hydroxy-2-tridecenal;NA;29343-62-2
213,2212905;[C14H28O+H]+;C14H28O;212,214015;12-methyltridecanal;NA;75853-49-5
213,2576765;[C15H32+H]+;C15H32;212,2504;dodecane,2,6,10-trimethyl-;NA;3891-98-3
213,2576765;[C15H32+H]+;C15H32;212,2504;dodecane, 2,7,10-trimethyl-;NA;74645-98-0
213,2576765;[C15H32+H]+;C15H32;212,2504;pentadecane;NA;629-62-9
213,2576765;[C15H32+H]+;C15H32;212,2504;tetradecane, 5‐methyl‐;NA;25117-32-2
213,2576765;[C15H32+H]+;C15H32;212,2504;2,6,11-trimethyldodecane;NA;31295-56-4
213,9149765;[C8H116+H]+;C8H116;212,9077;3,5-dimethyl-2-hexene;NA;3404-79-3
215,0702685;[C13H10O3+H]+;C13H10O3;214,062995;3-phenoxybenzoic acid;NA;3739-38-6
215,1641685;[C12H22O3+H]+;C12H22O3;214,1568946;nonyl vinyl carbonate;91691497;NA
215,1641685;[C12H22O3+H]+;C12H22O3;214,156895;12-oxododecanoic acid;NA;3956-80-7
215,2005545;[C13H26O2+H]+;C13H26O2;214,1932801;tridecanoic acid;12530;638-53-9
217,1434325;[C11H20O4+H]+;C11H20O4;216,13616;undecanedioic acid;NA;1852-04-6
217,1586905;[C15H20O+H]+;C15H20O;216,151415;(E)-2-hexyl cinnamaldehyde;NA;165184-98-5
217,1586905;[C15H20O+H]+;C15H20O;216,151415;a-hexyl cinnamaldehyde / octanal, 2- (phenylmethylene)-;NA;101-86-0
217,1798185;[C12H24O3+H]+;C12H24O3;216,1725446;(2-ethyl-3-hydroxy-hexyl) 2-methylpropanoate;522537;74367-31-0
217,1798185;[C12H24O3+H]+;C12H24O3;216,172545;12-hydroxydodecanoic acid;NA;505-95-3
217,1798185;[C12H24O3+H]+;C12H24O3;216,172545;2-methyl-3-hydroxy-2,4,4- trimethylpentylpropanoic acid ester / propanoic acid, 2- methyl-3-hydroxy-2,4,4- trimethylpentyl ester / 3- Hydroxy-2,4,4- trimethylpentyl 2- methylpropanoate;NA;74367-34-3
219,1128025;[C12H14N2O2+H]+;C12H14N2O2;218,105528;N-acetylserotonin;NA;1210-83-9
219,1226965;[C10H18O5+H]+;C10H18O5;218,115425;5-hydroxydecanedioic acid;NA;na
221,0743095;[C11H12N2OS+H]+;C11H12N2OS;220,067034;2-(4-morpholinyl)- benzothiazole;NA;4225-26-7
221,0808325;[C12H12O4+H]+;C12H12O4;220,0735589;2-but-3-enoxycarbonylbenzoic acid;13596727;113793-34-3
221,0920665;[C11H12N2O3+H]+;C11H12N2O3;220,084793;5-hydroxy-L-tryptophan;NA;08/09/4350
221,1324765;[C17H16+H]+;C17H16;220,1252;benzene, 1,1′‐(1‐methyl‐2‐ butynylidene)bis;NA;na
221,1536045;[C14H20O2+H]+;C14H20O2;220,14633;2,6-di-tert- butylbenzoquinone / 2,6-di- tert-butylcyclohexa-2,5- diene-1,4-dione;NA;719-22-2
221,1899905;[C15H24O+H]+;C15H24O;220,1827154;1-[(1R,7R)-7-isopropyl-4-methylene-1,2,3,3a,5,6,7,7a-octahydroinden-1-yl]ethanone;6429350;NA
221,1899905;[C15H24O+H]+;C15H24O;220,182715;isolongifolene-5-ol;NA;na
223,0156455;[C11H7ClO3+H]+;C11H7ClO3;222,0083718;4-chloro-1-hydroxy-naphthalene-2-carboxylic acid;79416;5409-15-4
223,0636465;[C6H18O3Si3+H]+;C6H18O3Si3;222,056374;2,2,4,4,6,6-hexamethyl-1,3,5,2,4,6-trioxatrisilinane;10914;541-05-9
223,0964825;[C12H14O4+H]+;C12H14O4;222,0892089;diethyl benzene-1,2-dicarboxylate;6781;NA
223,0964825;[C12H14O4+H]+;C12H14O4;222,08921;phthalic acid, diethyl ester / diethyl phthalate / 1,2- benzenedicarboxylic acid, diethyl ester / Diethyl benzene-1,2-dicarboxylate;NA;84-66-2
