ion_mass;ion_formula;formula;mass_monoiso;name_iupac;pubchem_cid;CAS_number
105,0546185;[C4H8O3+H]+;C4H8O3;104,0473441;1,3,5-trioxepane;22294;06/06/5981
105,0546185;[C4H8O3+H]+;C4H8O3;104,047345;1,3-dioxolane-2-methanol;NA;5694-68-8
105,0546185;[C4H8O3+H]+;C4H8O3;104,047345;4-hydroxybutyric acid;NA;591-81-1
105,0546185;[C4H8O3+H]+;C4H8O3;104,047345;1,3,5-trioxacycloheptane;NA;06/06/5981
105,0698765;[C8H8+H]+;C8H8;104,0626003;styrene;7501;100-42-5
105,0698765;[C8H8+H]+;C8H8;104,0626;1,3,5,7-cyclooctatetraene;NA;629-20-9
106,0054165;[C3H4ClNO+H]+;C3H4ClNO;104,9981414;1-chloro-2-isocyanato-ethane;16035;1943-83-5
106,0862535;[C4H11NO2+H]+;C4H11NO2;105,078979;diglycolamine;NA;929-06-6
107,0491405;[C7H6O+H]+;C7H6O;106,0418648;benzaldehyde;240;100-52-7
107,0622035;[C5H11Cl+H]+;C5H11Cl;106,054928;1-chloropentane;10977;543-59-9
107,0855265;[C8H10+H]+;C8H10;106,0782503;ethylbenzene;7500;100-41-4
107,0855265;[C8H10+H]+;C8H10;106,0782503;p-xylene;7809;106-42-3
107,0855265;[C8H10+H]+;C8H10;106,0782503;m-xylene;7929;108-38-3
107,0855265;[C8H10+H]+;C8H10;106,0782503;o-xylene;7237;95-47-6
107,0855265;[C8H10+H]+;C8H10;106,07825;1,3-cyclopentadiene, 5-(1- methylethylidene)-;NA;2175-91-9
107,0855265;[C8H10+H]+;C8H10;106,07825;xylene ui / dimethylbenzene;NA;1330-20-7
108,0807755;[C7H9N+H]+;C7H9N;107,0734993;2,6-dimethylpyridine;7937;108-48-5
108,0807755;[C7H9N+H]+;C7H9N;107,0734993;3-ethylpyridine;10823;536-78-7
108,0807755;[C7H9N+H]+;C7H9N;107,0734993;cyclohex-3-ene-1-carbonitrile;66013;100-45-8
109,0284045;[C6H4O2+H]+;C6H4O2;108,02113;1,4-benzoquinone;NA;106-51-4
109,0647905;[C7H8O+H]+;C7H8O;108,0575149;phenylmethanol;244;100-51-6
109,0647905;[C7H8O+H]+;C7H8O;108,0575149;m-cresol;342;108-39-4
109,0647905;[C7H8O+H]+;C7H8O;108,0575149;p-cresol;2879;NA
109,0647905;[C7H8O+H]+;C7H8O;108,0575149;2-allylfuran;530402;75135-41-0
109,0647905;[C7H8O+H]+;C7H8O;108,057515;4-methylphenol / p-cresol;NA;106-44-5
109,0647905;[C7H8O+H]+;C7H8O;108,057515;methylphenol / cresol;NA;1319-77-3
109,0760245;[C6H8N2+H]+;C6H8N2;108,0687483;2-methylpentanedinitrile;20686;4553-62-2
109,0760245;[C6H8N2+H]+;C6H8N2;108,068748;2,5-dimethylpyrazine;NA;123-32-0
109,1011765;[C8H12+H]+;C8H12;108,0939;cyclohexene, 4-ethenyl- / 4 - Vinylcyclohexene;NA;100-40-3
109,1011765;[C8H12+H]+;C8H12;108,0939;2,3-dimethyl-1,3- cyclohexadiene;NA;4430-91-5
109,1011765;[C8H12+H]+;C8H12;108,0939;1,2-dimethyl-1,4- cyclohexadiene;NA;na
110,0600395;[C6H7NO+H]+;C6H7NO;109,0527638;1-methylpyrrole-2-carbaldehyde;14504;1192-58-1
110,0600395;[C6H7NO+H]+;C6H7NO;109,052764;ethanone, 1-(1H-pyrrol-2- yl)- / 2-acetylpyrrole;NA;1072-83-9
110,0600395;[C6H7NO+H]+;C6H7NO;109,052764;nicotinyl alcohol / 3- pyridinemethanol;NA;100-55-0
110,0964255;[C7H11N+H]+;C7H11N;109,0891494;2,3,5-trimethyl-1H-pyrrole;16620;2199-41-9
110,0964255;[C7H11N+H]+;C7H11N;109,0891494;1,2,5-trimethylpyrrole;70260;930-87-0
110,0964255;[C7H11N+H]+;C7H11N;109,0891494;2,3,4-trimethyl-1H-pyrrole;572717;3855-78-5
111,0440545;[C6H6O2+H]+;C6H6O2;110,0367794;1-(2-furyl)ethanone;14505;1192-62-7
111,0440545;[C6H6O2+H]+;C6H6O2;110,0367794;5-methylfuran-2-carbaldehyde;12097;620-02-0
111,0804405;[C7H10O+H]+;C7H10O;110,0731649;1-methoxycyclohexa-1,3-diene;75098;2161-90-2
111,0804405;[C7H10O+H]+;C7H10O;110,0731649;2-ethyl-5-methyl-furan;74346;1703-52-2
111,0804405;[C7H10O+H]+;C7H10O;110,0731649;3-methylcyclohex-2-en-1-one;14511;1193-18-6
111,0804405;[C7H10O+H]+;C7H10O;110,0731649;2,3,5-trimethylfuran;517859;10504-04-8
111,0804405;[C7H10O+H]+;C7H10O;110,073165;7-oxabicyclo[4.1.0]heptane, 2-methylene-;NA;na
111,0804405;[C7H10O+H]+;C7H10O;110,073165;2-n-propylfuran;NA;4229-91-8
111,1168265;[C8H14+H]+;C8H14;110,1095504;1,2-dimethylcyclohexene;15480;1674-10-8
111,1168265;[C8H14+H]+;C8H14;110,1095504;1,3-dimethylcyclohexene;137726;2808-76-6
111,1168265;[C8H14+H]+;C8H14;110,1095504;1,6-dimethylcyclohexene;519449;1759-64-4
111,1168265;[C8H14+H]+;C8H14;110,1095504;2,5-dimethylhexa-1,3-diene;565367;29253-64-3
111,1168265;[C8H14+H]+;C8H14;110,1095504;5,5-dimethylhexa-1,3-diene;142069;NA
111,1168265;[C8H14+H]+;C8H14;110,1095504;2,5-dimethylhexa-2,4-diene;12992;764-13-6
111,1168265;[C8H14+H]+;C8H14;110,1095504;(1R,2R)-1,2-dimethyl-3-methylene-cyclopentane;91700517;NA
111,1168265;[C8H14+H]+;C8H14;110,1095504;1-ethylcyclohexene;73937;1453-24-3
111,1168265;[C8H14+H]+;C8H14;110,1095504;3-ethylcyclohexene;137724;2808-71-1
111,1168265;[C8H14+H]+;C8H14;110,1095504;ethylidenecyclohexane;13856;1003-64-1
111,1168265;[C8H14+H]+;C8H14;110,1095504;1-ethyl-2-methyl-cyclopentene;88243;19780-56-4
111,1168265;[C8H14+H]+;C8H14;110,1095504;1-ethyl-5-methyl-cyclopentene;557171;97797-57-4
111,1168265;[C8H14+H]+;C8H14;110,1095504;1-isopropylcyclopentene;137017;1462-07-3
111,1168265;[C8H14+H]+;C8H14;110,1095504;2-methylhepta-1,6-diene;534918;13643-06-6
111,1168265;[C8H14+H]+;C8H14;110,1095504;4-methylhepta-1,4-diene;139628;NA
111,1168265;[C8H14+H]+;C8H14;110,1095504;6-methylhepta-1,5-diene;138971;7270-50-0
111,1168265;[C8H14+H]+;C8H14;110,1095504;5-methylhept-3-yne;521962;61228-09-9
111,1168265;[C8H14+H]+;C8H14;110,1095504;(2E,4E)-octa-2,4-diene;5367588;13643-08-8
111,1168265;[C8H14+H]+;C8H14;110,1095504;1,2,3-trimethylcyclopentene;136316;473-91-6
111,1168265;[C8H14+H]+;C8H14;110,1095504;2,3,3-trimethylpenta-1,4-diene;136569;756-02-5
111,1168265;[C8H14+H]+;C8H14;110,10955;5,5-dimethyl-1,3-hexadiene;NA;1515-79-3
111,1168265;[C8H14+H]+;C8H14;110,10955;1,2-dimethyl-3- methylenecyclopentane;NA;91884-67-2
111,1168265;[C8H14+H]+;C8H14;110,10955;4-methyl-1,4-heptadiene, (4E)-;NA;13857-55-1
111,1168265;[C8H14+H]+;C8H14;110,10955;1-methyl-2- methylenecyclohexane;NA;2808-75-5
112,0393035;[C5H5NO2+H]+;C5H5NO2;111,0320284;1H-pyrrole-2-carboxylic acid;12473;634-97-9
112,0756895;[C6H9NO+H]+;C6H9NO;111,0684139;3,4-dimethyl-1,2-dihydropyrrol-5-one;574037;4030-22-2
112,9903035;[CH4O4S+H]+;CH4O4S;111,9830298;"hydron;methyl sulfate";57459307;NA
113,0055615;[C5H4OS+H]+;C5H4OS;111,998286;3-thiophenecarboxaldehyde;NA;498-62-4
113,0152535;[C6H5Cl+H]+;C6H5Cl;112,0079779;chlorobenzene;7964;108-90-7
113,0419475;[C6H8S+H]+;C6H8S;112,0346714;2-ethylthiophene;13388;872-55-9
113,0597045;[C6H8O2+H]+;C6H8O2;112,05243;1,3‐cyclopentanedione, 2‐ methyl‐;NA;765-69-5
113,0597045;[C6H8O2+H]+;C6H8O2;112,05243;6-hydroxy-2,4-hexadienal;NA;141812-70-6
113,0960905;[C7H12O+H]+;C7H12O;112,088815;2-heptenal;NA;2463-63-0
113,0960905;[C7H12O+H]+;C7H12O;112,088815;4-hepten-2-one, (E)-;NA;24332-22-7
113,0960905;[C7H12O+H]+;C7H12O;112,088815;4-heptyn-2-ol;NA;19781-81-8
113,0960905;[C7H12O+H]+;C7H12O;112,088815;5-methyl-1,5-hexadien-3-ol;NA;17123-61-4
113,1324765;[C8H16+H]+;C8H16;112,1252005;cyclooctane;9266;292-64-8
113,1324765;[C8H16+H]+;C8H16;112,1252005;1,1-dimethylcyclohexane;11549;590-66-9
113,1324765;[C8H16+H]+;C8H16;112,1252005;1,2-dimethylcyclohexane;11416;583-57-3
113,1324765;[C8H16+H]+;C8H16;112,1252005;1,3-dimethylcyclohexane;11564;591-21-9
113,1324765;[C8H16+H]+;C8H16;112,1252005;1,4-dimethylcyclohexane;11523;624-29-3
113,1324765;[C8H16+H]+;C8H16;112,1252005;3,4-dimethylhex-1-ene;140134;16745-94-1
113,1324765;[C8H16+H]+;C8H16;112,1252005;2,5-dimethylhex-1-ene;33451;6975-92-4
113,1324765;[C8H16+H]+;C8H16;112,1252005;5,5-dimethylhex-1-ene;23502;7116-86-1
113,1324765;[C8H16+H]+;C8H16;112,1252005;2,5-dimethylhex-2-ene;18853;3404-78-2
113,1324765;[C8H16+H]+;C8H16;112,1252005;3,5-dimethylhex-2-ene;520669;NA
113,1324765;[C8H16+H]+;C8H16;112,1252005;(E)-2,5-dimethylhex-3-ene;638067;692-70-6
113,1324765;[C8H16+H]+;C8H16;112,1252005;1-ethyl-2-methyl-cyclopentane;136729;3726-46-3
113,1324765;[C8H16+H]+;C8H16;112,1252005;2-methyl-4-methylene-hexane;520670;3404-80-6
113,1324765;[C8H16+H]+;C8H16;112,1252005;methylcycloheptane;20082;4126-78-7
113,1324765;[C8H16+H]+;C8H16;112,1252005;3-methyleneheptane;15404;1632-16-2
113,1324765;[C8H16+H]+;C8H16;112,1252005;2-methylhept-1-ene;27519;15870-10-7
113,1324765;[C8H16+H]+;C8H16;112,1252005;4-methylhept-1-ene;518713;13151-05-8
113,1324765;[C8H16+H]+;C8H16;112,1252005;6-methylhept-1-ene;21122;11071-47-9
113,1324765;[C8H16+H]+;C8H16;112,1252005;2-methylhept-2-ene;12330;627-97-4
113,1324765;[C8H16+H]+;C8H16;112,1252005;(E)-3-methylhept-2-ene;5366149;3404-75-9
113,1324765;[C8H16+H]+;C8H16;112,1252005;(E)-4-methylhept-2-ene;5352648;3404-56-6
113,1324765;[C8H16+H]+;C8H16;112,1252005;6-methylhept-2-ene;522498;NA
113,1324765;[C8H16+H]+;C8H16;112,1252005;(E)-5-methylhept-2-ene;5364849;22487-87-2
113,1324765;[C8H16+H]+;C8H16;112,1252005;oct-1-ene;8125;111-66-0
113,1324765;[C8H16+H]+;C8H16;112,1252005;(E)-oct-2-ene;5364448;13389-42-9
113,1324765;[C8H16+H]+;C8H16;112,1252005;(E)-oct-3-ene;638228;14919-01-8
113,1324765;[C8H16+H]+;C8H16;112,1252005;(E)-oct-4-ene;5357253;14850-23-8
113,1324765;[C8H16+H]+;C8H16;112,1252005;(1R,3R)-1,2,3-trimethylcyclopentane;27533;15890-40-1
113,1324765;[C8H16+H]+;C8H16;112,1252005;1,2,3-trimethylcyclopentane;35368;2815-57-8
113,1324765;[C8H16+H]+;C8H16;112,1252005;1,2,4-trimethylcyclopentane;17779;2815-58-9
113,1324765;[C8H16+H]+;C8H16;112,1252005;2,4,4-trimethylpent-2-ene;7869;107-40-4
113,1324765;[C8H16+H]+;C8H16;112,1252005;2,3,4-trimethylpent-2-ene;11270;565-77-5
113,1324765;[C8H16+H]+;C8H16;112,1252005;(E)-3,4,4-trimethylpent-2-ene;5357254;39761-57-4
113,1324765;[C8H16+H]+;C8H16;112,1252;cyclopentane, propyl;NA;2040-96-2
113,1324765;[C8H16+H]+;C8H16;112,1252;1,trans-2- dimethylcyclohexane;NA;6876-23-9
113,1324765;[C8H16+H]+;C8H16;112,1252;1,3-dimethylcyclohexane;NA;638-04-0
113,1324765;[C8H16+H]+;C8H16;112,1252;1, 4-dimethylcyclohexane;NA;589-90-2
113,1324765;[C8H16+H]+;C8H16;112,1252;1,4-dimethylcyclohexane, trans-;NA;07/04/2207
113,1324765;[C8H16+H]+;C8H16;112,1252;ethylcyclohexane;NA;1678-91-7
113,1324765;[C8H16+H]+;C8H16;112,1252;3-ethyl-3-hexene;NA;16789-51-8
113,1324765;[C8H16+H]+;C8H16;112,1252;1-ethyl-2- methylcyclopentane;NA;930-89-2
113,1324765;[C8H16+H]+;C8H16;112,1252;2-hexene, 5,5-dimethyl-, (Z)-;NA;39761-61-0
113,1324765;[C8H16+H]+;C8H16;112,1252;3-methyl-1-heptene;NA;07/09/4810
113,1324765;[C8H16+H]+;C8H16;112,1252;6-methyl-1-heptene;NA;5026-76-6
113,1324765;[C8H16+H]+;C8H16;112,1252;6-methyl-2-heptene;NA;73548-72-8
113,1324765;[C8H16+H]+;C8H16;112,1252;2-methyl-3-heptene;NA;17618-76-7
113,1324765;[C8H16+H]+;C8H16;112,1252;4-methyl-2-heptene, (E)-;NA;66225-17-0
113,1324765;[C8H16+H]+;C8H16;112,1252;2-octene;NA;111-67-1
113,1324765;[C8H16+H]+;C8H16;112,1252;3-octene;NA;592-98-3
113,1324765;[C8H16+H]+;C8H16;112,1252;2-octene, (Z)-;NA;08/04/7642
113,1324765;[C8H16+H]+;C8H16;112,1252;4-octene, (Z)-;NA;7642-15-1
113,1324765;[C8H16+H]+;C8H16;112,1252;2,4,4-trimethyl-1-pentene;NA;107-39-1
113,1324765;[C8H16+H]+;C8H16;112,1252;3,4,4-trimethyl-2-pentene;NA;598-96-9
113,1324765;[C8H16+H]+;C8H16;112,1252;3,4,4-trimethyl-2-pentene, trans- / (2E)-3,4,4-trimethyl- 2-pentene / cis-3,4,4- trimethyl-2-pentene;NA;39761-64-3
114,0661875;[C4H7N3O+H]+;C4H7N3O;113,058912;creatinine;NA;60-27-5
114,0733515;[C5H11NSi+H]+;C5H11NSi;113,174649;(trimethylsilyl)acetonitrile;NA;18293-53-3
114,0913395;[C6H11NO+H]+;C6H11NO;113,084064;azepan-2-one;7768;105-60-2
114,9615025;[CH3ClO2S+H]+;CH3ClO2S;113,954229;methanesulfonylchloride;NA;124-63-0
115,0753545;[C6H10O2+H]+;C6H10O2;114,0680796;2-methylallyl acetate;69962;820-71-3
115,0753545;[C6H10O2+H]+;C6H10O2;114,0680796;hexane-2,5-dione;8035;110-13-4
115,0753545;[C6H10O2+H]+;C6H10O2;114,0680796;(E)-4-methylpent-2-enoic acid;642039;10321-71-8
115,0753545;[C6H10O2+H]+;C6H10O2;114,0680796;propyl prop-2-enoate;13550;925-60-0
115,0753545;[C6H10O2+H]+;C6H10O2;114,06808;2,3-hexanedione;NA;3848-24-6
115,0753545;[C6H10O2+H]+;C6H10O2;114,06808;5-hexenoic acid;NA;1577-22-6
115,0753545;[C6H10O2+H]+;C6H10O2;114,06808;4-hydroxyhexenal / 4- hydroxy-2-hexenal;NA;17427-21-3
115,0753545;[C6H10O2+H]+;C6H10O2;114,06808;3-methyl-2-pentenoic acid;NA;3675-21-6
115,0753545;[C6H10O2+H]+;C6H10O2;114,06808;2,4-pentanedione, 3-methyl;NA;815-57-6
115,0753545;[C6H10O2+H]+;C6H10O2;114,06808;vinyl butyrate;NA;123-20-6
115,1117405;[C7H14O+H]+;C7H14O;114,1044651;heptanal;8130;111-71-7
115,1117405;[C7H14O+H]+;C7H14O;114,1044651;heptan-2-one;8051;110-43-0
115,1117405;[C7H14O+H]+;C7H14O;114,1044651;heptan-3-one;7802;106-35-4
115,1117405;[C7H14O+H]+;C7H14O;114,1044651;heptan-4-one;31246;123-19-3
115,1117405;[C7H14O+H]+;C7H14O;114,1044651;4-methylhexan-2-one;7754;105-42-0
115,1117405;[C7H14O+H]+;C7H14O;114,1044651;3-methylhexan-2-one;102846;2550-21-2
115,1117405;[C7H14O+H]+;C7H14O;114,1044651;5-methylhexan-3-one;12187;623-56-3
115,1117405;[C7H14O+H]+;C7H14O;114,104465;2,3-dimethyl-4-penten-2-ol;NA;19781-52-3
115,1117405;[C7H14O+H]+;C7H14O;114,104465;3-methylhexanal;NA;19269-28-4
115,1229745;[C6H14N2+H]+;C6H14N2;114,115698;1,3-diaminocyclohexane;NA;3385-21-5
115,1481265;[C8H18+H]+;C8H18;114,1408506;2,2-dimethylhexane;11551;590-73-8
115,1481265;[C8H18+H]+;C8H18;114,1408506;2,3-dimethylhexane;11447;584-94-1
115,1481265;[C8H18+H]+;C8H18;114,1408506;2,4-dimethylhexane;11511;589-43-5
115,1481265;[C8H18+H]+;C8H18;114,1408506;2,5-dimethylhexane;11592;592-13-2
115,1481265;[C8H18+H]+;C8H18;114,1408506;3,3-dimethylhexane;11233;563-16-6
115,1481265;[C8H18+H]+;C8H18;114,1408506;3-ethylhexane;12096;619-99-8
115,1481265;[C8H18+H]+;C8H18;114,1408506;3-ethyl-2-methyl-pentane;11863;609-26-7
115,1481265;[C8H18+H]+;C8H18;114,1408506;2-methylheptane;11594;592-27-8
115,1481265;[C8H18+H]+;C8H18;114,1408506;3-methylheptane;11519;589-81-1
115,1481265;[C8H18+H]+;C8H18;114,1408506;4-methylheptane;11512;589-53-7
115,1481265;[C8H18+H]+;C8H18;114,1408506;octane;356;111-65-9
115,1481265;[C8H18+H]+;C8H18;114,1408506;2,2,3,3-tetramethylbutane;11675;594-82-1
115,1481265;[C8H18+H]+;C8H18;114,1408506;2,2,4-trimethylpentane;10907;540-84-1
115,1481265;[C8H18+H]+;C8H18;114,1408506;2,3,3-trimethylpentane;11215;560-21-4
115,1481265;[C8H18+H]+;C8H18;114,1408506;2,2,3-trimethylpentane;11255;564-02-3
115,1481265;[C8H18+H]+;C8H18;114,1408506;2,3,4-trimethylpentane;11269;565-75-3
115,1481265;[C8H18+H]+;C8H18;114,14085;octane ui;NA;ui
116,0706035;[C5H9NO2+H]+;C5H9NO2;115,063329;2-acetylisoxazolidine / N- Acetylisoxazolidine;NA;na
116,0706035;[C5H9NO2+H]+;C5H9NO2;115,063329;proline;NA;609-36-9
116,1069895;[C6H13NO+H]+;C6H13NO;115,099714;hexanamide;12332;628-02-4
116,1069895;[C6H13NO+H]+;C6H13NO;115,099714;N,N-diethylacetamide;12703;685-91-6
116,1069895;[C6H13NO+H]+;C6H13NO;115,099714;4-methylpentanamide;290807;1119-29-5
117,0182325;[C4H4O4+H]+;C4H4O4;116,01096;fumaric Acid / (2E)-2- butenedioic acid;NA;110-17-8
117,0910045;[C6H12O2+H]+;C6H12O2;116,0837296;butyl acetate;31272;123-86-4
117,0910045;[C6H12O2+H]+;C6H12O2;116,0837296;isobutyl acetate;8038;110-19-0
117,0910045;[C6H12O2+H]+;C6H12O2;116,0837296;ethyl butanoate;7762;NA
117,0910045;[C6H12O2+H]+;C6H12O2;116,0837296;hexanoic acid;8892;142-62-1
117,0910045;[C6H12O2+H]+;C6H12O2;116,0837296;4-methylpentanoic acid;12587;646-07-1
117,0910045;[C6H12O2+H]+;C6H12O2;116,0837296;propyl propanoate;7803;106-36-5
117,0910045;[C6H12O2+H]+;C6H12O2;116,0837296;methyl 2-methylbutanoate;13357;868-57-5
117,0910045;[C6H12O2+H]+;C6H12O2;116,08373;sec-butylacetate;NA;105-46-4
117,0910045;[C6H12O2+H]+;C6H12O2;116,08373;1,3-dioxolane, 2-ethyl-4- methyl-;NA;4359-46-0
117,0910045;[C6H12O2+H]+;C6H12O2;116,08373;2,3-epoxyhexanol;NA;90528-63-5
117,0910045;[C6H12O2+H]+;C6H12O2;116,08373;formic acid, 3-methylbut-2- yl ester;NA;66794-46-5
117,0910045;[C6H12O2+H]+;C6H12O2;116,08373;3-hexene-2,5-diol;NA;7319-23-5
117,0910045;[C6H12O2+H]+;C6H12O2;116,08373;4-hydroxyhexanal;NA;109710-36-3
117,0910045;[C6H12O2+H]+;C6H12O2;116,08373;2-propyl-1,3-dioxolane;NA;3390-13-4
117,1022385;[C5H12N2O+H]+;C5H12N2O;116,094963;1,1-diethylurea;12472;634-95-7
117,1022385;[C5H12N2O+H]+;C5H12N2O;116,094963;1,1,3,3-tetramethylurea;12437;632-22-4
117,1273905;[C7H16O+H]+;C7H16O;116,120115;1-methoxyhexane;NA;03/07/4747
117,1386245;[C6H16N2+H]+;C6H16N2;116,1313485;N'-isopropylpropane-1,3-diamine;76888;3360-16-5
118,0651255;[C8H7N+H]+;C8H7N;117,0578492;5H-cyclopenta[b]pyridine;575987;270-91-7
118,0651255;[C8H7N+H]+;C8H7N;117,057849;indole;NA;120-72-9
118,0684965;[C5H11NS+H]+;C5H11NS;117,0612205;2-ethylthiazolidine;146884;24050-09-7
118,0862535;[C5H11NO2+H]+;C5H11NO2;117,078979;valine;NA;516-06-3
118,9216575;[CHCl3+H]+;CHCl3;117,914383;chloroform;6212;67-66-3
119,0338825;[C4H6O4+H]+;C4H6O4;118,02661;succinic acid / butanedioic acid;NA;110-15-6
119,0491405;[C8H6O+H]+;C8H6O;118,0418648;benzofuran;9223;271-89-6
119,0525115;[C5H10OS+H]+;C5H10OS;118,0452361;3-ethylsulfanylpropanal;229467;5454-45-5
119,0525115;[C5H10OS+H]+;C5H10OS;118,045236;butanethioic acid, (S)-methyl ester / 1- (methylsulfanyl)butan-1-one;NA;2432-51-1
119,0622035;[C6H11Cl+H]+;C6H11Cl;118,054928;chlorocyclohexane;NA;542-18-7
119,0702685;[C5H10O3+H]+;C5H10O3;118,062995;3-hydroxypentanoic acid;NA;10237-77-1
119,0855265;[C9H10+H]+;C9H10;118,0782503;allylbenzene;9309;300-57-2
119,0855265;[C9H10+H]+;C9H10;118,0782503;indane;10326;496-11-7
119,0855265;[C9H10+H]+;C9H10;118,0782503;1-methyl-2-vinyl-benzene;11904;611-15-4
119,0855265;[C9H10+H]+;C9H10;118,0782503;isopropenylbenzene;7407;98-83-9
119,0855265;[C9H10+H]+;C9H10;118,0782503;1-methyl-4-vinyl-benzene;12161;622-97-9
119,0855265;[C9H10+H]+;C9H10;118,0782503;[(E)-prop-1-enyl]benzene;252325;873-66-5
119,0855265;[C9H10+H]+;C9H10;118,07825;cyclopropylbenzene;NA;873-49-4
119,0855265;[C9H10+H]+;C9H10;118,07825;1-phenyl-1-propene;NA;637-50-3
119,1066545;[C6H14O2+H]+;C6H14O2;118,0993797;2-butoxyethanol;8133;111-76-2
120,0113745;[C3H5NO2S+H]+;C3H5NO2S;119,0040996;2-methylsulfonylacetonitrile;75283;2274-42-2
120,0443895;[C7H5NO+H]+;C7H5NO;119,0371138;isocyanatobenzene;7672;103-71-9
121,0140185;[C4H8S2+H]+;C4H8S2;120,006742;allyl methyldisulfide /;NA;2179-58-0
121,0317755;[C4H8O2S+H]+;C4H8O2S;120,024501;thiophene, tetrahydro-, 1,1- dioxide;NA;126-33-0
121,0647905;[C8H8O+H]+;C8H8O;120,0575149;1-phenylethanone;7410;98-86-2
121,0647905;[C8H8O+H]+;C8H8O;120,0575149;2-methylbenzaldehyde;10722;529-20-4
121,0647905;[C8H8O+H]+;C8H8O;120,0575149;2-phenylacetaldehyde;998;122-78-1
121,0647905;[C8H8O+H]+;C8H8O;120,057515;4-methylbenzaldehyde;NA;104-87-0
121,0778535;[C6H13Cl+H]+;C6H13Cl;120,0705781;2-chlorohexane;12521;638-28-8
121,0859185;[C5H12O3+H]+;C5H12O3;120,0786442;1,3-dimethoxypropan-2-ol;12190;623-69-8
121,1011765;[C9H12+H]+;C9H12;120,0939004;cumene;7406;98-82-8
121,1011765;[C9H12+H]+;C9H12;120,0939004;1-ethyl-2-methyl-benzene;11903;611-14-3
121,1011765;[C9H12+H]+;C9H12;120,0939004;1-ethyl-3-methyl-benzene;12100;620-14-4
121,1011765;[C9H12+H]+;C9H12;120,0939004;1-ethyl-4-methyl-benzene;12160;622-96-8
121,1011765;[C9H12+H]+;C9H12;120,0939004;propylbenzene;7668;103-65-1
121,1011765;[C9H12+H]+;C9H12;120,0939004;mesitylene;7947;108-67-8
121,1011765;[C9H12+H]+;C9H12;120,0939004;1,2,3-trimethylbenzene;10686;526-73-8
121,1011765;[C9H12+H]+;C9H12;120,0939004;1,2,4-trimethylbenzene;7247;95-63-6
121,9110865;[Sb+H]+;Sb;120,90381;antimony;5354495;7440-36-0
122,0600395;[C7H7NO+H]+;C7H7NO;121,0527638;N-phenylformamide;7671;103-70-8
122,0964255;[C8H11N+H]+;C8H11N;121,0891494;N-ethylaniline;7670;103-69-5
122,0964255;[C8H11N+H]+;C8H11N;121,0891494;N,N-dimethylaniline;949;121-69-7
123,0440545;[C7H6O2+H]+;C7H6O2;122,0367794;"hydron;benzoate";20144841;NA
123,0440545;[C7H6O2+H]+;C7H6O2;122,03678;benzoic acid / Benzenecarboxylic acid;NA;65-85-0
123,0440545;[C7H6O2+H]+;C7H6O2;122,03678;2-hydroxybenzaldehyde / salicylaldehyde;NA;90-02-8
123,0804405;[C8H10O+H]+;C8H10O;122,0731649;3,5-dimethylphenol;7948;108-68-9
123,0804405;[C8H10O+H]+;C8H10O;122,0731649;2,3-dimethylphenol;10687;526-75-0
123,0804405;[C8H10O+H]+;C8H10O;122,0731649;(1R)-1-phenylethanol;637516;1517-69-7
123,0804405;[C8H10O+H]+;C8H10O;122,0731649;2-phenylethanol;6054;60-12-8
123,0804405;[C8H10O+H]+;C8H10O;122,073165;4-ethylphenol / 1-hydroxy- 4-ethylbenzene;NA;123-07-9
123,0804405;[C8H10O+H]+;C8H10O;122,073165;1-methoxy-4-methylbenzene;NA;104-93-8
123,0804405;[C8H10O+H]+;C8H10O;122,073165;1-phenyl ethanol;NA;98-85-1
123,1168265;[C9H14+H]+;C9H14;122,1095504;3-allylcyclohexene;139918;15232-95-8
123,1168265;[C9H14+H]+;C9H14;122,1095504;3,3-dimethyl-6-methylene-cyclohexene;572074;20185-16-4
123,1168265;[C9H14+H]+;C9H14;122,1095504;allylidenecyclohexane;138556;08/10/5664
123,1168265;[C9H14+H]+;C9H14;122,10955;2,6-dimethyl-1,3,5- heptatriene / 1,6-Dimethyl- 1,3,5-heptatriene;NA;na
123,1168265;[C9H14+H]+;C9H14;122,10955;2-propenylidenecyclohexane;NA;08/10/5664
125,0597045;[C7H8O2+H]+;C7H8O2;124,0524295;1-(5-methyl-2-furyl)ethanone;14514;1193-79-9
125,0597045;[C7H8O2+H]+;C7H8O2;124,0524295;1-(2-furyl)propan-1-one;76662;3194-15-8
125,0597045;[C7H8O2+H]+;C7H8O2;124,0524295;2-methoxyphenol;460;90-05-1
125,0960905;[C8H12O+H]+;C8H12O;124,088815;1-(cyclohexen-1-yl)ethanone;13612;932-66-1
125,0960905;[C8H12O+H]+;C8H12O;124,088815;1-(2-methylcyclopent-2-en-1-yl)ethanone;556900;1767-84-6
125,0960905;[C8H12O+H]+;C8H12O;124,088815;3,4,5-trimethylcyclopent-2-en-1-one;41520;55683-21-1
125,1324765;[C9H16+H]+;C9H16;124,1252005;(3E)-2,3-dimethylhepta-1,3-diene;5370123;NA
125,1324765;[C9H16+H]+;C9H16;124,1252005;2,6-dimethylhepta-1,5-diene;81203;6709-39-3
125,1324765;[C9H16+H]+;C9H16;124,1252005;3-isopropylcyclohexene;520966;02/08/3983
125,1324765;[C9H16+H]+;C9H16;124,1252005;isopropylidenecyclohexane;138578;5749-72-4
